"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Director",NA,"Bad Day at Black Rock","28-1956","tt0047849","Bad Day at Black Rock","nm0836328","John Sturges",NA,NA,"Bad Day at Black Rock",1955,"Passed","13 Feb 1955","81 min","Crime, Drama, Mystery","John Sturges","Millard Kaufman, Don McGuire, Howard Breslin","Spencer Tracy, Robert Ryan, Anne Francis","A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.","English","United States","Nominated for 3 Oscars. 4 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BYmYzNDcyNmEtNGJhMS00M2Y2LTgxYTEtMzM3NjljNDEyOGFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","7.7","21,061","tt0047849","movie",NA,NA,NA,NA,"7.7/10",NA,"97%",NA,NA,NA,NA
"Best Director",NA,"Picnic","28-1956","tt0048491","Picnic","nm0517597","Joshua Logan",NA,NA,"Picnic",1955,"Approved","01 Dec 1955","115 min","Drama, Romance","Joshua Logan","Daniel Taradash, William Inge","William Holden, Kim Novak, Betty Field","Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.","English","United States","Won 2 Oscars. 5 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BOGY4MjQ0YmItOTVmYS00ZTVlLTg3N2ItMmUxMzQzZDA0ZmNiXkEyXkFqcGdeQXVyODcwODg0OQ@@._V1_SX300.jpg","N/A","7.1","8,630","tt0048491","movie",NA,NA,NA,NA,"7.1/10",NA,"50%",NA,NA,NA,NA
"Best Director","Winner","Giant","29-1957","tt0049261","Giant","nm0828419","George Stevens",NA,NA,"Giant",1956,"G","24 Nov 1956","201 min","Drama, Western","George Stevens","Edna Ferber, Fred Guiol, Ivan Moffat","Elizabeth Taylor, Rock Hudson, James Dean","Sprawling epic covering the life of a Texas cattle rancher and his family and associates.","English, Spanish","United States","Won 1 Oscar. 7 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BODk3YjdjZTItOGVhYi00Mjc2LTgzMDAtMThmYTVkNTBlMWVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg","84","7.6","37,614","tt0049261","movie",NA,NA,NA,NA,"7.6/10","84/100","91%",7,2021-07-09,NA,NA
"Best Director",NA,"War and Peace","29-1957","tt0049934","War and Peace","nm0896542","King Vidor",NA,NA,"War and Peace",1956,"PG","21 Aug 1956","208 min","Drama, Romance, War","King Vidor","Lev Tolstoy, Bridget Boland, Robert Westerby","Audrey Hepburn, Henry Fonda, Mel Ferrer","Napoleon's tumultuous relations with Russia, including his disastrous 1812 invasion, serve as the backdrop for the tangled personal lives of two aristocratic families.","English, Italian, Russian","United States, Italy","Nominated for 3 Oscars. 5 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BNmJjOThlYTYtYzFlZC00NjI1LWFhNzItYmIzNzk5NDZkZmRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","6.8","9,811","tt0049934","movie",NA,NA,NA,NA,"6.8/10",NA,"44%",NA,NA,NA,NA
"Best Director",NA,"Around the World in 80 Days","29-1957","tt0048960","Around the World in 80 Days","nm0027183","Michael Anderson",NA,NA,"Around the World in 80 Days",1956,"G","17 Oct 1956","175 min","Adventure, Comedy, Family","Michael Anderson, John Farrow","James Poe, John Farrow, S.J. Perelman","David Niven, Cantinflas, Finlay Currie","A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.","English, Spanish, French","United States","Won 5 Oscars. 13 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BNjRhNjVlYTgtODZiOS00OTVhLWE4ZTItZjc3MTFiYWY1YjI5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","6.8","26,565","tt0048960","movie",NA,NA,NA,NA,"6.8/10",NA,"69%",NA,NA,NA,NA
"Best Director",NA,"The King and I","29-1957","tt0049408","The King and I","nm0485943","Walter Lang",NA,NA,"The King and I",1956,"G","29 Jun 1956","133 min","Biography, Drama, Musical","Walter Lang","Ernest Lehman, Oscar Hammerstein II, Margaret Landon","Yul Brynner, Deborah Kerr, Rita Moreno","A widow accepts a job as a live-in governess to the King of Siam's children.","English, Thai","United States","Won 5 Oscars. 10 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","72","7.4","25,468","tt0049408","movie",NA,NA,NA,NA,"7.4/10","72/100","93%",NA,NA,NA,NA
"Best Director",NA,"Friendly Persuasion","29-1957","tt0049233","Friendly Persuasion","nm0943758","William Wyler",NA,NA,"Friendly Persuasion",1956,"Passed","25 Nov 1956","137 min","Drama, Family, Romance","William Wyler","Jessamyn West, Michael Wilson","Gary Cooper, Dorothy McGuire, Anthony Perkins","The pacifist attitude of a Quaker family is tested as a result of the American Civil War.","English","United States","Nominated for 6 Oscars. 5 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BNDZhYjVhMDYtYTFhMy00YmExLWJhZDAtZjMxNDZkNGQ1MDg0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","7.4","6,926","tt0049233","movie",NA,NA,NA,NA,"7.4/10",NA,"88%",NA,NA,NA,NA
"Best Director","Winner","The Bridge on the River Kwai","30-1958","tt0050212","The Bridge on the River Kwai","nm0000180","David Lean",NA,NA,"The Bridge on the River Kwai",1957,"PG","14 Dec 1957","161 min","Adventure, Drama, War","David Lean","Pierre Boulle, Carl Foreman, Michael Wilson","William Holden, Alec Guinness, Jack Hawkins","British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.","English, Japanese, Thai","United Kingdom, United States","Won 7 Oscars. 30 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_SX300.jpg","87","8.1","214,015","tt0050212","movie",NA,NA,NA,NA,"8.1/10","87/100","96%",7,2021-09-16,NA,NA
"Best Director",NA,"Witness for the Prosecution","30-1958","tt0051201","Witness for the Prosecution","nm0000697","Billy Wilder",NA,NA,"Witness for the Prosecution",1957,"Approved","06 Feb 1958","116 min","Crime, Drama, Mystery","Billy Wilder","Agatha Christie, Billy Wilder, Harry Kurnitz","Tyrone Power, Marlene Dietrich, Charles Laughton","A veteran British barrister must defend his client in a murder trial that has surprise after surprise.","English, German","United States","Nominated for 6 Oscars. 4 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BZDA4MWNkMTctZDQ0Mi00MTY2LThjYTAtNWM5OTY3NzA4MzIyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg","N/A","8.4","119,819","tt0051201","movie",NA,NA,NA,NA,"8.4/10",NA,"100%",NA,NA,NA,NA
"Best Director",NA,"Sayonara","30-1958","tt0050933","Sayonara","nm0517597","Joshua Logan",NA,NA,"Sayonara",1957,"Not Rated","20 Dec 1957","147 min","Drama, Romance","Joshua Logan","Paul Osborn, James A. Michener","Marlon Brando, Ricardo Montalban, Patricia Owens","A US Air Force major in Kobe confronts his own opposition to marriages between American servicemen and Japanese women when he falls for a beautiful performer.","English, Japanese","United States","Won 4 Oscars. 8 wins & 18 nominations total","https://m.media-amazon.com/images/M/MV5BYjY5OTRhYTAtZmM5Ni00NjU5LWI3OWEtYzBlMWJkOTMyNTFiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","N/A","7.1","6,636","tt0050933","movie",NA,NA,NA,NA,"7.1/10",NA,"93%",NA,NA,"Prime","Feature Film"
"Best Director",NA,"Peyton Place","30-1958","tt0050839","Peyton Place","nm0733476","Mark Robson",NA,NA,"Peyton Place",1957,"Approved","03 Mar 1958","157 min","Drama, Romance","Mark Robson","John Michael Hayes, Grace Metalious","Lana Turner, Lee Philips, Lloyd Nolan","A peaceful New England town hides secrets and scandals.","English","United States","Nominated for 9 Oscars. 2 wins & 17 nominations total","https://m.media-amazon.com/images/M/MV5BNDI2MTljOWMtNGI1Yi00NWNlLTk1NTktMDFlYjUxMmY5OGY4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","N/A","7.2","5,871","tt0050839","movie",NA,NA,NA,NA,"7.2/10",NA,"63%",NA,NA,NA,NA
"Best Director",NA,"12 Angry Men","30-1958","tt0050083","12 Angry Men","nm0001486","Sidney Lumet",NA,NA,"12 Angry Men",1957,"Approved","10 Apr 1957","96 min","Crime, Drama","Sidney Lumet","Reginald Rose","Henry Fonda, Lee J. Cobb, Martin Balsam","The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.","English","United States","Nominated for 3 Oscars. 17 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","96","9.0","745,346","tt0050083","movie",NA,NA,NA,NA,"9.0/10","96/100","100%",9,2021-07-09,"Prime","Feature Film"
"Best Director","Winner","Gigi","31-1959","tt0051658","Gigi","nm0591486","Vincente Minnelli",NA,NA,"Gigi",1958,"G","25 Jun 1958","115 min","Comedy, Musical, Romance","Vincente Minnelli, Charles Walters","Alan Jay Lerner, Colette, Niven Busch","Leslie Caron, Maurice Chevalier, Louis Jourdan","Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.","English, French","United States","Won 9 Oscars. 21 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BMWIzNzlkMWUtY2VhYy00NWMwLTg3MWUtZWY4ODZjMjBiMmM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","82","6.7","22,274","tt0051658","movie",NA,NA,NA,NA,"6.7/10","82/100","82%",6,2021-09-20,NA,NA
"Best Director",NA,"The Inn of the Sixth Happiness","31-1959","tt0051776","The Inn of the Sixth Happiness","nm0733476","Mark Robson",NA,NA,"The Inn of the Sixth Happiness",1958,"Approved","19 Dec 1958","158 min","Biography, Drama, War","Mark Robson","Isobel Lennart, Alan Burgess","Ingrid Bergman, Robert Donat, Curd Jürgens","A tenacious British woman becomes a missionary and runs an inn for travelling merchants in China during the Japanese invasion and the tumultuous years leading up to the Second World War.","English, Japanese, Mandarin, Russian, Cantonese","United States","Nominated for 1 Oscar. 3 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BNWNiOWRmN2YtN2M4MC00NzYzLWJmM2ItNTk2ZDYxMWY1Y2YwXkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg","N/A","7.2","4,908","tt0051776","movie",NA,NA,NA,NA,"7.2/10",NA,"100%",NA,NA,NA,NA
"Best Director",NA,"Cat on a Hot Tin Roof","31-1959","tt0051459","Cat on a Hot Tin Roof","nm0112218","Richard Brooks",NA,NA,"Cat on a Hot Tin Roof",1958,"Not Rated","29 Aug 1958","108 min","Drama","Richard Brooks","Richard Brooks, James Poe, Tennessee Williams","Elizabeth Taylor, Paul Newman, Burl Ives","Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.","English","United States","Nominated for 6 Oscars. 3 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg","84","8.0","47,994","tt0051459","movie",NA,NA,NA,NA,"8.0/10","84/100","97%",9,2021-07-09,NA,NA
"Best Director",NA,"I Want to Live!","31-1959","tt0051758","I Want to Live!","nm0936404","Robert Wise",NA,NA,"I Want to Live!",1958,"Approved","03 Dec 1958","120 min","Biography, Crime, Drama","Robert Wise","Nelson Gidding, Don Mankiewicz, Ed Montgomery","Susan Hayward, Simon Oakland, Virginia Vincent","A prostitute, sentenced to death for murder, pleads her innocence.","English","United States","Won 1 Oscar. 6 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BMTY2MzMwNzgzNF5BMl5BanBnXkFtZTcwOTk2MTI0NA@@._V1_SX300.jpg","N/A","7.5","6,424","tt0051758","movie",NA,NA,NA,NA,"7.5/10",NA,"94%",NA,NA,NA,NA
"Best Director",NA,"The Defiant Ones","31-1959","tt0051525","The Defiant Ones","nm0006452","Stanley Kramer",NA,NA,"The Defiant Ones",1958,"Not Rated","27 Sep 1958","96 min","Crime, Drama","Stanley Kramer","Nedrick Young, Harold Jacob Smith","Tony Curtis, Sidney Poitier, Theodore Bikel","Two escaped convicts chained together, white and black, must learn to get along in order to elude capture.","English","United States","Won 2 Oscars. 16 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BYTNjNTU1Y2MtZGM2MS00MGFjLWIzYjUtOTM2YmIzYTk1MDI2XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg","69","7.6","14,958","tt0051525","movie",NA,NA,NA,NA,"7.6/10","69/100","92%",NA,NA,"Prime","Feature Film"
"Best Director","Winner","Ben-Hur","32-1960","tt0052618","Ben-Hur","nm0943758","William Wyler",NA,NA,"Ben-Hur",1959,"G","18 Nov 1959","212 min","Adventure, Drama, History","William Wyler","Lew Wallace, Karl Tunberg, Gore Vidal","Charlton Heston, Jack Hawkins, Stephen Boyd","After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.","English","United States","Won 11 Oscars. 29 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","90","8.1","232,090","tt0052618","movie",NA,NA,NA,NA,"8.1/10","90/100","86%",8,2021-07-09,NA,NA
"Best Director",NA,"Some Like It Hot","32-1960","tt0053291","Some Like It Hot","nm0000697","Billy Wilder",NA,NA,"Some Like It Hot",1959,"Passed","19 Mar 1959","121 min","Comedy, Music, Romance","Billy Wilder","Billy Wilder, I.A.L. Diamond, Robert Thoeren","Marilyn Monroe, Tony Curtis, Jack Lemmon","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.","English","United States","Won 1 Oscar. 15 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","98","8.2","258,695","tt0053291","movie",NA,NA,NA,NA,"8.2/10","98/100","94%",8,2021-07-09,NA,NA
"Best Director",NA,"The Nun's Story","32-1960","tt0053131","The Nun's Story","nm0003593","Fred Zinnemann",NA,NA,"The Nun's Story",1959,"Not Rated","18 Jul 1959","149 min","Drama","Fred Zinnemann","Robert Anderson, Kathryn Hulme","Audrey Hepburn, Peter Finch, Edith Evans","After leaving a wealthy Belgian family to become a nun, Sister Luke struggles with her devotion to her vows during crisis, disappointment, and World War II.","English","United States","Nominated for 8 Oscars. 11 wins & 24 nominations total","https://m.media-amazon.com/images/M/MV5BZGZhODllYWQtNDg3Yi00ZGQ0LTk3ZGEtOWJlZDVkZTNhYTBmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","78","7.6","10,354","tt0053131","movie",NA,NA,NA,NA,"7.6/10","78/100","83%",NA,NA,NA,NA
"Best Director",NA,"The Diary of Anne Frank","32-1960","tt0052738","The Diary of Anne Frank","nm0828419","George Stevens",NA,NA,"The Diary of Anne Frank",1959,"Approved","17 Apr 1959","180 min","Biography, Drama, Family","George Stevens","Frances Goodrich, Albert Hackett, Anne Frank","Millie Perkins, Shelley Winters, Joseph Schildkraut","During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands.","English, German","United States","Won 3 Oscars. 10 wins & 14 nominations total","https://m.media-amazon.com/images/M/MV5BZWZkOThjMjQtNGRlOS00YWNlLWFhNDEtYjlmMmIxMDZmN2U2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","59","7.4","12,586","tt0052738","movie",NA,NA,NA,NA,"7.4/10","59/100","80%",NA,NA,NA,NA
"Best Director",NA,"Room at the Top","32-1960","tt0053226","Room at the Top","nm0002338","Jack Clayton",NA,NA,"Room at the Top",1959,"Not Rated","22 Jan 1959","115 min","Drama, Romance","Jack Clayton","Neil Paterson, John Braine, Mordecai Richler","Laurence Harvey, Simone Signoret, Heather Sears","An ambitious young accountant plots to wed a wealthy factory owner's daughter despite falling in love with a married older woman.","English, French","United Kingdom","Won 2 Oscars. 10 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BNzQ3NDNkZTMtYzJlMC00MzRjLTk5ZGEtYzI2OTZmNTQ4NmUzXkEyXkFqcGdeQXVyMTAwMjAxOTU@._V1_SX300.jpg","84","7.5","6,027","tt0053226","movie",NA,NA,NA,NA,"7.5/10","84/100","100%",NA,NA,NA,NA
"Best Director","Winner","The Apartment","33-1961","tt0053604","The Apartment","nm0000697","Billy Wilder",NA,NA,"The Apartment",1960,"Approved","29 Jun 1960","125 min","Comedy, Drama, Romance","Billy Wilder","Billy Wilder, I.A.L. Diamond","Jack Lemmon, Shirley MacLaine, Fred MacMurray","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.","English","United States","Won 5 Oscars. 24 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg","94","8.3","175,480","tt0053604","movie",NA,NA,NA,NA,"8.3/10","94/100","93%",8,2021-07-09,NA,NA
"Best Director",NA,"Psycho","33-1961","tt0054215","Psycho","nm0000033","Alfred Hitchcock",NA,NA,"Psycho",1960,"R","08 Sep 1960","109 min","Horror, Mystery, Thriller","Alfred Hitchcock","Joseph Stefano, Robert Bloch","Anthony Perkins, Janet Leigh, Vera Miles","A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.","English","United States","Nominated for 4 Oscars. 7 wins & 14 nominations total","https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","97","8.5","642,998","tt0054215","movie",NA,NA,NA,NA,"8.5/10","97/100","96%",8,2021-07-09,NA,NA
"Best Director",NA,"The Sundowners","33-1961","tt0054353","The Sundowners","nm0003593","Fred Zinnemann",NA,NA,"The Sundowners",1960,"Passed","09 Dec 1960","133 min","Drama","Fred Zinnemann","Isobel Lennart, Jon Cleary","Deborah Kerr, Robert Mitchum, Peter Ustinov","In Australia's Outback during the early twentieth century, the impoverished Carmody family lives a nomadic life out of their wagon, but the mom and son want to settle, while the dad is against it.","English","United Kingdom, United States, Australia","Nominated for 5 Oscars. 4 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BMjE4NDI2OTUwMl5BMl5BanBnXkFtZTgwNzg2NjQzMTE@._V1_SX300.jpg","82","7.1","4,134","tt0054353","movie",NA,NA,NA,NA,"7.1/10","82/100","75%",NA,NA,NA,NA
"Best Director",NA,"Sons and Lovers","33-1961","tt0054326","Sons and Lovers","nm0002153","Jack Cardiff",NA,NA,"Sons and Lovers",1960,"Approved","22 Jul 1960","103 min","Drama","Jack Cardiff","Gavin Lambert, T.E.B. Clarke, D.H. Lawrence","Trevor Howard, Dean Stockwell, Wendy Hiller","A young man with artistic talent lives in a close-knit coal-mining town and finds himself inhibited by his emotionally manipulative mother.","English","United Kingdom","Won 1 Oscar. 8 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BNzZkNDhkODItNTFlMC00MDhiLWJiZTAtMDA1MDk4NmQ1OTBkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","N/A","7.1","1,547","tt0054326","movie",NA,NA,NA,NA,"7.1/10",NA,"67%",NA,NA,NA,NA
"Best Director",NA,"Never on Sunday","33-1961","tt0054198","Never on Sunday","nm0202088","Jules Dassin",NA,NA,"Never on Sunday",1960,"Not Rated","01 Oct 1960","97 min","Comedy, Drama, Romance","Jules Dassin","Jules Dassin","Melina Mercouri, Jules Dassin, Giorgos Foundas","An American scholar in Greece sets about improving the prostitute with whom he is infatuated.","English, Greek, Russian","Greece","Won 1 Oscar. 3 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BZjdhMmMxNmEtZTczZS00YmZjLTgzNzctNDZhNDRmOGNlMWJhXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","N/A","7.4","5,592","tt0054198","movie",NA,NA,NA,NA,"7.4/10",NA,"67%",NA,NA,NA,NA
