"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Documentary, Features",NA,"Jacques Ehrlich, David Bergman, Haim Gouri","47-1975","tt0071088","The 81st Blow","nm0332679","Haim Gouri",NA,NA,"The 81st Blow",1974,"N/A","29 Aug 1974","92 min","Documentary","David Bergman, Jacques Ehrlich, Haim Gouri","Haim Gouri","N/A","Historical documentary made up of footage and stills shot by the Nazis. A compilation of testimony from witnesses who appeared at the Eichmann trial provides a telling narrative.","Yiddish, Hebrew","Israel","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BOGYwZGU1YmItNzAzMC00YzU1LThkN2QtOTRjM2UxMDljM2M1XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg","N/A","7.8","39","tt0071088","movie",NA,NA,NA,NA,"7.8/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Herbert Kline","47-1975","tt0071299","The Challenge... A Tribute to Modern Art","nm0459627","Herbert Kline",NA,NA,"The Challenge... A Tribute to Modern Art",1975,"PG","01 Oct 1977","104 min","Documentary","Herbert Kline","Herbert Kline","Orson Welles, Georges Braque, Alexander Calder","Footage of great modern artists in their studios creating and commenting on their work, with narration and commentary by Orson Welles.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BZGZiNjAxOTYtOGIwYS00YzM2LTkzOGYtYzQ1MjY0YTQ4ZTc4XkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","7.2","54","tt0071299","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Natalie R. Jones, Eugene S. Jones","47-1975","tt0072333","The Wild and the Brave","nm0428921","Natalie R. Jones",NA,NA,"The Wild and the Brave",1974,"R","15 May 1974","102 min","Documentary","Eugene S. Jones","N/A","N/A","This informative program looks at the conflicts that arise when a black man replaces a white chief warden in Uganda.","English","United States","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BNDIwZDYxODUtMDc1OS00MTE3LWJjZjEtZWEzMWQ1YWQyYmRmXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg","N/A","4.9","25","tt0072333","movie",NA,NA,NA,NA,"4.9/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Natalie R. Jones, Eugene S. Jones","47-1975","tt0072333","The Wild and the Brave","nm0428054","Eugene S. Jones",NA,NA,"The Wild and the Brave",1974,"R","15 May 1974","102 min","Documentary","Eugene S. Jones","N/A","N/A","This informative program looks at the conflicts that arise when a black man replaces a white chief warden in Uganda.","English","United States","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BNDIwZDYxODUtMDc1OS00MTE3LWJjZjEtZWEzMWQ1YWQyYmRmXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg","N/A","4.9","25","tt0072333","movie",NA,NA,NA,NA,"4.9/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","F.R. Crawley, James Hager, Dale Hartleben","48-1976","tt0073340","The Man Who Skied Down Everest","nm0187008","F.R. Crawley",NA,NA,"The Man Who Skied Down Everest",1975,"G","19 Sep 1975","86 min","Documentary","Bruce Nyznik","Yûichirô Miura, Judith Crawley","Yûichirô Miura, Shintaro Ishihara, Taisuke Fujishima","This Oscar-winning documentary tells the story behind Japanese daredevil Yuichiro Miura's 1970 effort to ski down the world's tallest mountain.","English, Japanese","Canada, Japan, United States","Won 1 Oscar. 1 win total","https://m.media-amazon.com/images/M/MV5BNmRmNTg3MDItNTk2Yy00ODIwLTliOWEtYTkyN2Y2MTAxMDcyXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg","N/A","7.2","539","tt0073340","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,"Prime","Documentary"
"Best Documentary, Features","Winner","F.R. Crawley, James Hager, Dale Hartleben","48-1976","tt0073340","The Man Who Skied Down Everest","nm0353498","James Hager",NA,NA,"The Man Who Skied Down Everest",1975,"G","19 Sep 1975","86 min","Documentary","Bruce Nyznik","Yûichirô Miura, Judith Crawley","Yûichirô Miura, Shintaro Ishihara, Taisuke Fujishima","This Oscar-winning documentary tells the story behind Japanese daredevil Yuichiro Miura's 1970 effort to ski down the world's tallest mountain.","English, Japanese","Canada, Japan, United States","Won 1 Oscar. 1 win total","https://m.media-amazon.com/images/M/MV5BNmRmNTg3MDItNTk2Yy00ODIwLTliOWEtYTkyN2Y2MTAxMDcyXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg","N/A","7.2","539","tt0073340","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,"Prime","Documentary"
"Best Documentary, Features","Winner","F.R. Crawley, James Hager, Dale Hartleben","48-1976","tt0073340","The Man Who Skied Down Everest","nm0366798","Dale Hartleben",NA,NA,"The Man Who Skied Down Everest",1975,"G","19 Sep 1975","86 min","Documentary","Bruce Nyznik","Yûichirô Miura, Judith Crawley","Yûichirô Miura, Shintaro Ishihara, Taisuke Fujishima","This Oscar-winning documentary tells the story behind Japanese daredevil Yuichiro Miura's 1970 effort to ski down the world's tallest mountain.","English, Japanese","Canada, Japan, United States","Won 1 Oscar. 1 win total","https://m.media-amazon.com/images/M/MV5BNmRmNTg3MDItNTk2Yy00ODIwLTliOWEtYTkyN2Y2MTAxMDcyXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg","N/A","7.2","539","tt0073340","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,"Prime","Documentary"
"Best Documentary, Features",NA,"Glen Pearcy","48-1976","tt0072982","Fighting for Our Lives","nm0669031","Glen Pearcy",NA,NA,"Fighting for Our Lives",1975,"N/A","01 Nov 1975","59 min","Documentary","Glen Pearcy","Peter Matthiessen, Glen Pearcy, Luis Valdez","Luis Valdez","A great documentary about the United Farm Workers Movement and their non-violent struggle against police brutality in 1973.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BOTg1Y2ZmZDctM2U3Yy00OTBjLThhYTEtNmJiY2E3YWJhNTdkXkEyXkFqcGdeQXVyMTM3NzQ5NzQ@._V1_SX300.jpg","N/A","6.2","28","tt0072982","movie",NA,NA,NA,NA,"6.2/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Walter F. Parkes, Keith Critchlow","48-1976","tt0072757","The California Reich","nm0662748","Walter F. Parkes",NA,NA,"The California Reich",1975,"PG","N/A","55 min","Documentary","Keith Critchlow, Walter F. Parkes","N/A","Allen Vincent, Ken McAllister, Paul Raymond","A documentary about the Nazi party in America.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BYWE5MDYwNjUtZGE5NC00YzRjLWExNWUtNWE2YzU2MjZkMzIzXkEyXkFqcGdeQXVyNjUzNTQ3NDA@._V1_SX300.jpg","N/A","7.1","127","tt0072757","movie",NA,NA,NA,NA,"7.1/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Walter F. Parkes, Keith Critchlow","48-1976","tt0072757","The California Reich","nm0188219","Keith Critchlow",NA,NA,"The California Reich",1975,"PG","N/A","55 min","Documentary","Keith Critchlow, Walter F. Parkes","N/A","Allen Vincent, Ken McAllister, Paul Raymond","A documentary about the Nazi party in America.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BYWE5MDYwNjUtZGE5NC00YzRjLWExNWUtNWE2YzU2MjZkMzIzXkEyXkFqcGdeQXVyNjUzNTQ3NDA@._V1_SX300.jpg","N/A","7.1","127","tt0072757","movie",NA,NA,NA,NA,"7.1/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Irwin Rosten","48-1976","tt0073164","The Incredible Machine","nm0744575","Irwin Rosten",NA,NA,"The Incredible Machine",1975,"N/A","N/A","60 min","Documentary","Irwin Rosten, Ed Spiegel","Irwin Rosten","E.G. Marshall","""Journey"" inside the human body, using advanced technology of microscopic photography and sound, including scenes of heat radiation, color x-rays and camera exploration of a living human heart.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BZDgyYzFlNjctNjBmNC00ZjRlLTk0ZGYtODRhMTE4YjI5NWU0XkEyXkFqcGdeQXVyNzI4MDMyMTU@._V1_SX300.jpg","N/A","7.4","30","tt0073164","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Shirley MacLaine","48-1976","tt0073495","The Other Half of the Sky: A China Memoir","nm0000511","Shirley MacLaine",NA,NA,"The Other Half of the Sky: A China Memoir",1975,"N/A","05 Apr 1980","74 min","Documentary","Shirley MacLaine, Claudia Weill","Shirley MacLaine","Shirley MacLaine","Documentary on mainland Chinese life.","English","United States","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BY2UzNzU4NWEtMTQ5Mi00NTljLWE1YTYtNWE3MTVkMzZhZjkwXkEyXkFqcGdeQXVyNDYxMzUwNzM@._V1_SX300.jpg","N/A","7.4","72","tt0073495","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Barbara Kopple","49-1977","tt0074605","Harlan County U.S.A.","nm0465932","Barbara Kopple",NA,NA,"Harlan County U.S.A.",1976,"PG","28 Sep 1977","103 min","Documentary","Barbara Kopple","N/A","John L. Lewis, Carl Horn, Norman Yarborough","A heartbreaking record of the thirteen-month struggle between a community fighting to survive and a corporation dedicated to the bottom line.","English","United States","Won 1 Oscar. 9 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BZGQ2OWY2YjEtNjA4OC00YTc1LWFkYTktN2U5NDExOTUzZTNjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","80","8.3","5,616","tt0074605","movie",NA,NA,NA,NA,"8.3/10","80/100","100%",NA,NA,NA,NA
"Best Documentary, Features",NA,"James C. Gutman, David Helpern","49-1977","tt0074635","Hollywood on Trial","nm0349634","James C. Gutman",NA,NA,"Hollywood on Trial",1976,"Not Rated","01 Nov 1976","105 min","Documentary","David Helpern","Arnie Reisman","Walter Bernstein, Alvah Bessie, Lester Cole","The documentary analyzes a dark period in Hollywood's history due to the Red Scare of the 1940's and 1950's, when actors, writers and directors were persecuted and investigated by the House of Un-American Activities Committee after b","English","United States","Nominated for 1 Oscar. 1 win & 1 nomination total","https://m.media-amazon.com/images/M/MV5BMTYzODI0MTIwNV5BMl5BanBnXkFtZTcwMDkyMjcxMQ@@._V1_SX300.jpg","N/A","7.2","221","tt0074635","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"James C. Gutman, David Helpern","49-1977","tt0074635","Hollywood on Trial","nm0375809","David Helpern",NA,NA,"Hollywood on Trial",1976,"Not Rated","01 Nov 1976","105 min","Documentary","David Helpern","Arnie Reisman","Walter Bernstein, Alvah Bessie, Lester Cole","The documentary analyzes a dark period in Hollywood's history due to the Red Scare of the 1940's and 1950's, when actors, writers and directors were persecuted and investigated by the House of Un-American Activities Committee after b","English","United States","Nominated for 1 Oscar. 1 win & 1 nomination total","https://m.media-amazon.com/images/M/MV5BMTYzODI0MTIwNV5BMl5BanBnXkFtZTcwMDkyMjcxMQ@@._V1_SX300.jpg","N/A","7.2","221","tt0074635","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Michael Firth","49-1977","tt0074997","Off the Edge","nm0278751","Michael Firth",NA,NA,"Off the Edge",1976,"PG","01 Mar 1977","77 min","Documentary","Michael Firth","Molly Gregory","Jeff Campbell, Blair Trenholme, Ron Hajak","Two guys on adventure in New Zealand.","English","New Zealand","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BOWFlMDI4ZjMtMDNmZi00MzU4LTlmNzUtMjY2N2Y0M2IzYmMzXkEyXkFqcGdeQXVyMDczMjgyNw@@._V1_SX300.jpg","N/A","6.5","34","tt0074997","movie",NA,NA,NA,NA,"6.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Anthony Howarth, David Koff","49-1977","tt0075052","People of the Wind","nm0397700","Anthony Howarth",NA,NA,"People of the Wind",1976,"G","29 Oct 1976","110 min","Documentary","Anthony Howarth","David Koff","James Mason, Shusha Guppy, Anthony Howarth","There are two hundred miles of raging rivers and dangerous mountains to cross. There are no towns, no roads, no bridges. There is no turning back. The Bakhtiari migration is one of the most hazardous tests of human endurance known to","English","United States","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTI0NjczMzE1NV5BMl5BanBnXkFtZTcwMTQ1MDYxMQ@@._V1_SX300.jpg","N/A","8.3","114","tt0075052","movie",NA,NA,NA,NA,"8.3/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Anthony Howarth, David Koff","49-1977","tt0075052","People of the Wind","nm0463007","David Koff",NA,NA,"People of the Wind",1976,"G","29 Oct 1976","110 min","Documentary","Anthony Howarth","David Koff","James Mason, Shusha Guppy, Anthony Howarth","There are two hundred miles of raging rivers and dangerous mountains to cross. There are no towns, no roads, no bridges. There is no turning back. The Bakhtiari migration is one of the most hazardous tests of human endurance known to","English","United States","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTI0NjczMzE1NV5BMl5BanBnXkFtZTcwMTQ1MDYxMQ@@._V1_SX300.jpg","N/A","8.3","114","tt0075052","movie",NA,NA,NA,NA,"8.3/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Donald Brittain, Robert A. Duncan","49-1977","tt0070889","Volcano: An Inquiry Into the Life and Death of Malcolm Lowry","nm0110086","Donald Brittain",NA,NA,"Volcano: An Inquiry Into the Life and Death of Malcolm Lowry",1976,"N/A","07 Apr 1976","100 min","Documentary","Donald Brittain, John Kramer","Donald Brittain","Marjorie Bonner, Donald Brittain, John Buchan","A documentary on the life of the alcoholic writer Malcolm Lowry, interspersed with readings of Lowry's work by Richard Burton. Lowry was born and educated in England. He moved to Mexico in 1936, where he lived near the volcano Popoca","English","Canada","Nominated for 1 Oscar. 6 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BNjAyZGFhZGEtZDZkMC00MTY1LTg5ZmItOGQ4YjhjMDlmZWI2XkEyXkFqcGdeQXVyMTM3NzQ5NzQ@._V1_SX300.jpg","N/A","7.1","188","tt0070889","movie",NA,NA,NA,NA,"7.1/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Donald Brittain, Robert A. Duncan","49-1977","tt0070889","Volcano: An Inquiry Into the Life and Death of Malcolm Lowry","nm0242086","Robert A. Duncan",NA,NA,"Volcano: An Inquiry Into the Life and Death of Malcolm Lowry",1976,"N/A","07 Apr 1976","100 min","Documentary","Donald Brittain, John Kramer","Donald Brittain","Marjorie Bonner, Donald Brittain, John Buchan","A documentary on the life of the alcoholic writer Malcolm Lowry, interspersed with readings of Lowry's work by Richard Burton. Lowry was born and educated in England. He moved to Mexico in 1936, where he lived near the volcano Popoca","English","Canada","Nominated for 1 Oscar. 6 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BNjAyZGFhZGEtZDZkMC00MTY1LTg5ZmItOGQ4YjhjMDlmZWI2XkEyXkFqcGdeQXVyMTM3NzQ5NzQ@._V1_SX300.jpg","N/A","7.1","188","tt0070889","movie",NA,NA,NA,NA,"7.1/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","John Korty, Dan McCann, Warren Lockhart","50-1978","tt0076918","Who Are the DeBolts? and Where Did They Get Nineteen Kids?","nm0466793","John Korty",NA,NA,"Who Are the DeBolts? and Where Did They Get Nineteen Kids?",1977,"Not Rated","10 Sep 1977","72 min","Documentary, Biography","John Korty","Janet Peoples","Kim Atwood, Marty Atwood, Mike Atwood","Dorothy and Bob DeBolt's tale of the struggles and joys involved in their 19 adopted children, many of who are physically disabled war orphans.","English, Vietnamese","Japan, United States","Won 1 Oscar. 4 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BODQ4Njg4ODk5NV5BMl5BanBnXkFtZTcwNDU3NzAzMQ@@._V1_SX300.jpg","N/A","7.5","202","tt0076918","movie",NA,NA,NA,NA,"7.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","John Korty, Dan McCann, Warren Lockhart","50-1978","tt0076918","Who Are the DeBolts? and Where Did They Get Nineteen Kids?","nm0564848","Dan McCann",NA,NA,"Who Are the DeBolts? and Where Did They Get Nineteen Kids?",1977,"Not Rated","10 Sep 1977","72 min","Documentary, Biography","John Korty","Janet Peoples","Kim Atwood, Marty Atwood, Mike Atwood","Dorothy and Bob DeBolt's tale of the struggles and joys involved in their 19 adopted children, many of who are physically disabled war orphans.","English, Vietnamese","Japan, United States","Won 1 Oscar. 4 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BODQ4Njg4ODk5NV5BMl5BanBnXkFtZTcwNDU3NzAzMQ@@._V1_SX300.jpg","N/A","7.5","202","tt0076918","movie",NA,NA,NA,NA,"7.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","John Korty, Dan McCann, Warren Lockhart","50-1978","tt0076918","Who Are the DeBolts? and Where Did They Get Nineteen Kids?","nm0516901","Warren Lockhart",NA,NA,"Who Are the DeBolts? and Where Did They Get Nineteen Kids?",1977,"Not Rated","10 Sep 1977","72 min","Documentary, Biography","John Korty","Janet Peoples","Kim Atwood, Marty Atwood, Mike Atwood","Dorothy and Bob DeBolt's tale of the struggles and joys involved in their 19 adopted children, many of who are physically disabled war orphans.","English, Vietnamese","Japan, United States","Won 1 Oscar. 4 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BODQ4Njg4ODk5NV5BMl5BanBnXkFtZTcwNDU3NzAzMQ@@._V1_SX300.jpg","N/A","7.5","202","tt0076918","movie",NA,NA,NA,NA,"7.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Bill Brind, Torben Schioler, Tony Ianzelo","50-1978","tt0076142","High Grass Circus","nm0109464","Bill Brind",NA,NA,"High Grass Circus",1977,"N/A","N/A","57 min","Documentary","Tony Ianzelo, Torben Schioler","N/A","N/A","The makings of the Royal Brothers Circus.","English","Canada","Nominated for 1 Oscar. 1 nomination total","N/A","N/A","6.5","35","tt0076142","movie",NA,NA,NA,NA,"6.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Bill Brind, Torben Schioler, Tony Ianzelo","50-1978","tt0076142","High Grass Circus","nm0771899","Torben Schioler",NA,NA,"High Grass Circus",1977,"N/A","N/A","57 min","Documentary","Tony Ianzelo, Torben Schioler","N/A","N/A","The makings of the Royal Brothers Circus.","English","Canada","Nominated for 1 Oscar. 1 nomination total","N/A","N/A","6.5","35","tt0076142","movie",NA,NA,NA,NA,"6.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Bill Brind, Torben Schioler, Tony Ianzelo","50-1978","tt0076142","High Grass Circus","nm0406349","Tony Ianzelo",NA,NA,"High Grass Circus",1977,"N/A","N/A","57 min","Documentary","Tony Ianzelo, Torben Schioler","N/A","N/A","The makings of the Royal Brothers Circus.","English","Canada","Nominated for 1 Oscar. 1 nomination total","N/A","N/A","6.5","35","tt0076142","movie",NA,NA,NA,NA,"6.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Harry Rasky","50-1978","tt0076151","Homage to Chagall: The Colours of Love","nm0711268","Harry Rasky",NA,NA,"Homage to Chagall: The Colours of Love",1977,"N/A","19 Jun 1977","88 min","Documentary","Harry Rasky","Harry Rasky","Jean Gascon, James Mason, Joseph Wiseman","N/A","English","Canada","Nominated for 1 Oscar. 1 win & 1 nomination total","https://m.media-amazon.com/images/M/MV5BMTM5MzQyMjE0Ml5BMl5BanBnXkFtZTcwNTI3MzkyMQ@@._V1_SX300.jpg","N/A","7.2","40","tt0076151","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Robert Dornhelm, Earle Mack","50-1978","tt0075839","The Children of Theatre Street","nm0233920","Robert Dornhelm",NA,NA,"The Children of Theatre Street",1977,"G","09 May 1977","90 min","Documentary","Robert Dornhelm, Earle Mack","Beth Gutcheon","Grace Kelly, Angelina Armeiskaya, Michaela Cerna","A documentary on the Kirov School of Ballet in Russia, narrated by Princess Grace of Monaco.","English, Russian","United States","Nominated for 1 Oscar. 1 win & 1 nomination total","https://m.media-amazon.com/images/M/MV5BMTQyMzAzNzk3MF5BMl5BanBnXkFtZTYwMTQ3MDg4._V1_SX300.jpg","N/A","6.8","153","tt0075839","movie",NA,NA,NA,NA,"6.8/10",NA,NA,NA,NA,NA,NA
